"#","WST_ID","CO2Y","WST_LONG","WID","WST_ELEV","WST_LAT","WNDHT","WST_NOTES","CLIM_ID","REFHT"
"","KEMB","380","37.460","d98571a0d06c2e75fe446645cb52928351ee2cefc33c0ac05d79beb9b519af51","-3709","-0.550","2.0","Embu Met, Kenya","KAXA","2.0"
"%","W_DATE","TMAX","SRAD","TMIN","RAIN"
"","20700101","27.7","19.1","17.2","0.0"
"","20700102","27.6","20.6","16.9","0.0"
"","20700103","28.5","24.6","15.8","0.0"
"","20700104","29.4","26.2","16.1","0.0"
"","20700105","28.6","20.2","18.2","0.0"
"","20700106","29.4","21.7","17.6","0.0"
"","20700107","29.8","24.5","17.4","0.0"
"","20700108","30.1","26.2","17.1","0.0"
"","20700109","29.5","25.1","17.6","0.0"
"","20700110","29.9","27.0","16.7","0.0"
"","20700111","31.0","26.7","17.0","0.0"
"","20700112","30.2","22.5","18.0","0.0"
"","20700113","29.1","22.0","17.5","0.0"
"","20700114","29.3","23.6","16.3","0.0"
"","20700115","30.5","26.4","16.9","0.0"
"","20700116","29.4","25.0","17.7","0.0"
"","20700117","29.9","22.1","17.0","0.0"
"","20700118","30.3","26.0","16.9","0.0"
"","20700119","30.3","27.1","16.9","0.0"
"","20700120","30.5","27.4","16.7","0.0"
"","20700121","30.2","27.6","16.1","0.0"
"","20700122","30.6","26.6","16.8","0.0"
"","20700123","31.3","27.4","16.7","0.0"
"","20700124","32.7","24.7","18.1","0.0"
"","20700125","30.8","18.8","19.0","0.0"
"","20700126","29.6","15.1","20.4","0.0"
"","20700127","25.9","9.8","19.3","17.6"
"","20700128","27.2","18.5","18.3","0.0"
"","20700129","30.2","23.3","17.7","0.0"
"","20700130","30.8","24.2","18.1","15.3"
"","20700131","30.0","24.3","18.5","20.0"
"","20700201","29.7","21.1","18.1","3.3"
"","20700202","29.7","21.6","17.5","2.0"
"","20700203","29.6","21.6","16.8","0.0"
"","20700204","29.1","20.5","18.6","0.0"
"","20700205","29.6","20.3","17.6","0.0"
"","20700206","29.6","21.4","17.7","0.0"
"","20700207","30.0","22.6","16.8","0.0"
"","20700208","30.7","24.4","16.8","0.0"
"","20700209","30.6","25.9","19.0","0.0"
"","20700210","29.6","21.6","19.4","0.0"
"","20700211","28.7","19.4","19.4","0.0"
"","20700212","30.5","23.1","20.0","0.0"
"","20700213","30.8","23.7","19.3","0.0"
"","20700214","28.7","21.0","19.0","0.0"
"","20700215","28.6","19.8","19.1","0.0"
"","20700216","31.2","23.7","19.2","0.0"
"","20700217","30.0","23.8","18.9","0.0"
"","20700218","30.1","22.4","18.8","0.0"
"","20700219","31.9","26.6","18.9","0.0"
"","20700220","30.9","22.0","19.3","0.0"
"","20700221","30.9","22.9","19.1","0.0"
"","20700222","30.2","23.1","18.1","0.0"
"","20700223","31.7","25.6","17.4","0.0"
"","20700224","31.6","23.9","16.8","0.0"
"","20700225","31.3","24.0","17.8","0.0"
"","20700226","32.8","26.6","17.8","0.0"
"","20700227","32.7","25.6","17.9","0.0"
"","20700228","32.8","27.1","17.9","0.0"
"","20700301","34.1","27.2","17.4","0.0"
"","20700302","33.3","23.8","20.2","0.0"
"","20700303","33.0","23.8","19.6","28.5"
"","20700304","32.8","20.5","20.4","94.5"
"","20700305","31.4","26.3","19.4","0.0"
"","20700306","31.3","25.4","18.9","0.0"
"","20700307","31.7","25.7","18.6","0.0"
"","20700308","31.3","25.0","18.0","0.0"
"","20700309","28.4","19.0","20.4","0.0"
"","20700310","29.7","21.3","20.3","0.0"
"","20700311","32.6","25.0","20.0","0.0"
"","20700312","32.0","27.4","18.6","0.0"
"","20700313","32.1","25.1","19.7","0.0"
"","20700314","30.5","23.0","20.7","0.0"
"","20700315","30.8","25.0","19.4","0.0"
"","20700316","31.6","26.8","18.0","0.0"
"","20700317","31.7","26.8","18.9","0.0"
"","20700318","31.0","24.9","18.7","0.0"
"","20700319","30.8","24.0","19.6","0.0"
"","20700320","31.5","25.0","18.5","0.0"
"","20700321","32.6","27.6","17.8","0.0"
"","20700322","30.5","22.6","20.4","0.0"
"","20700323","30.6","22.2","20.6","0.0"
"","20700324","28.4","19.4","20.5","0.0"
"","20700325","28.3","17.0","20.8","0.0"
"","20700326","27.2","16.6","20.9","0.0"
"","20700327","30.4","22.5","20.6","0.0"
"","20700328","31.9","24.5","21.3","0.0"
"","20700329","32.1","23.5","21.4","0.0"
"","20700330","28.2","17.9","21.9","0.0"
"","20700331","28.3","20.5","20.6","40.5"
"","20700401","29.4","22.7","21.0","0.0"
"","20700402","28.8","19.1","21.0","0.0"
"","20700403","31.4","22.8","21.2","0.0"
"","20700404","28.5","15.9","21.3","0.0"
"","20700405","31.6","22.8","20.5","0.0"
"","20700406","32.1","23.5","20.3","0.0"
"","20700407","32.0","22.8","19.9","0.0"
"","20700408","30.4","20.1","20.1","0.0"
"","20700409","31.7","21.9","21.1","19.2"
"","20700410","31.5","22.4","20.9","11.1"
"","20700411","31.0","21.4","20.7","11.4"
"","20700412","28.3","14.9","20.5","10.0"
"","20700413","30.8","19.8","20.9","6.0"
"","20700414","32.1","21.1","21.4","0.0"
"","20700415","30.7","16.9","21.7","3.4"
"","20700416","31.3","19.8","22.1","4.6"
"","20700417","31.3","20.6","20.7","5.9"
"","20700418","32.6","22.8","20.9","0.0"
"","20700419","28.6","15.2","20.6","10.8"
"","20700420","28.2","15.9","19.6","24.3"
"","20700421","28.5","16.6","21.3","22.9"
"","20700422","27.7","17.8","21.4","16.4"
"","20700423","30.0","20.7","19.0","0.0"
"","20700424","31.3","21.8","19.1","0.0"
"","20700425","28.8","18.1","20.6","4.4"
"","20700426","29.6","19.7","20.2","0.0"
"","20700427","29.8","21.5","19.8","23.0"
"","20700428","30.6","22.2","19.8","3.9"
"","20700429","30.6","22.7","19.5","0.0"
"","20700430","31.3","21.2","20.4","0.0"
"","20700501","31.9","20.4","20.8","0.0"
"","20700502","30.5","20.9","20.6","0.0"
"","20700503","31.2","21.9","20.6","19.0"
"","20700504","31.5","24.6","20.3","0.0"
"","20700505","30.5","20.3","20.9","0.0"
"","20700506","29.9","16.4","21.5","41.6"
"","20700507","31.2","20.4","21.3","25.8"
"","20700508","31.2","18.3","21.4","0.0"
"","20700509","31.1","21.3","21.4","19.1"
"","20700510","31.9","21.0","21.3","0.0"
"","20700511","29.7","20.8","20.4","0.0"
"","20700512","28.7","18.0","19.9","0.0"
"","20700513","29.7","19.6","19.7","0.0"
"","20700514","27.3","12.2","18.9","0.0"
"","20700515","28.1","13.8","19.3","0.0"
"","20700516","30.9","21.2","20.0","0.0"
"","20700517","29.9","20.8","19.9","0.0"
"","20700518","30.0","20.0","19.3","31.7"
"","20700519","28.9","17.0","19.4","0.0"
"","20700520","29.0","19.0","19.7","0.0"
"","20700521","27.8","17.0","19.0","0.0"
"","20700522","30.6","20.1","19.6","0.0"
"","20700523","29.7","18.3","19.8","0.0"
"","20700524","29.9","18.7","19.6","0.0"
"","20700525","29.9","19.0","19.4","0.0"
"","20700526","30.2","20.1","19.9","0.0"
"","20700527","29.3","19.9","20.1","0.0"
"","20700528","28.3","19.4","19.8","0.0"
"","20700529","29.4","17.8","19.9","0.0"
"","20700530","28.1","17.0","20.4","44.6"
"","20700531","28.1","17.1","19.8","26.0"
"","20700601","27.6","16.5","19.7","0.0"
"","20700602","28.4","20.5","18.2","0.0"
"","20700603","28.8","20.6","17.4","0.0"
"","20700604","28.7","21.6","16.7","0.0"
"","20700605","28.3","18.3","18.5","0.0"
"","20700606","28.2","16.7","18.3","0.0"
"","20700607","28.7","17.8","16.2","0.0"
"","20700608","28.6","21.2","15.1","0.0"
"","20700609","29.1","20.1","17.1","0.0"
"","20700610","28.4","17.2","17.7","0.0"
"","20700611","27.8","18.0","18.4","0.0"
"","20700612","27.1","16.4","18.6","0.0"
"","20700613","27.7","17.0","17.0","0.0"
"","20700614","28.9","21.4","15.7","0.0"
"","20700615","29.2","23.1","15.2","0.0"
"","20700616","29.1","22.0","17.0","0.0"
"","20700617","29.9","20.7","18.1","0.0"
"","20700618","30.4","19.5","18.5","0.0"
"","20700619","27.7","16.1","18.9","0.0"
"","20700620","29.1","19.6","16.7","0.0"
"","20700621","28.6","17.9","15.8","0.0"
"","20700622","30.0","19.3","15.5","0.0"
"","20700623","28.7","12.6","16.6","0.0"
"","20700624","24.4","6.6","18.6","3.0"
"","20700625","25.3","10.3","18.0","0.0"
"","20700626","26.1","14.4","16.5","3.0"
"","20700627","27.2","13.7","15.8","0.0"
"","20700628","27.6","17.5","16.6","0.0"
"","20700629","28.8","18.3","17.6","0.0"
"","20700630","28.5","15.8","17.3","0.0"
"","20700701","27.8","14.7","18.4","0.0"
"","20700702","26.8","13.5","17.6","0.0"
"","20700703","25.7","17.2","17.7","0.0"
"","20700704","27.5","15.7","16.6","0.0"
"","20700705","27.1","19.0","15.6","0.0"
"","20700706","26.1","15.7","17.2","0.0"
"","20700707","26.5","16.7","17.0","0.0"
"","20700708","27.5","17.0","16.7","0.0"
"","20700709","26.4","14.1","16.8","0.0"
"","20700710","27.4","12.2","16.4","0.0"
"","20700711","27.9","14.9","15.5","1.1"
"","20700712","25.7","11.8","15.5","0.0"
"","20700713","28.5","17.3","14.7","0.0"
"","20700714","28.1","20.6","16.4","0.0"
"","20700715","27.8","17.8","17.2","0.0"
"","20700716","27.5","19.2","16.1","0.0"
"","20700717","28.8","20.9","15.6","0.0"
"","20700718","28.9","19.0","17.7","0.0"
"","20700719","27.4","17.2","16.7","0.0"
"","20700720","28.2","20.2","17.2","0.0"
"","20700721","27.9","20.2","16.8","0.0"
"","20700722","27.7","19.5","16.5","0.0"
"","20700723","27.9","22.9","16.1","0.0"
"","20700724","28.4","23.2","15.6","0.0"
"","20700725","27.8","20.9","16.3","0.0"
"","20700726","28.0","22.2","15.2","0.0"
"","20700727","27.4","14.2","15.4","0.0"
"","20700728","28.3","20.0","14.6","1.6"
"","20700729","28.5","19.4","16.3","1.3"
"","20700730","27.0","13.8","15.5","0.0"
"","20700731","28.4","17.7","14.5","0.0"
"","20700801","28.2","15.8","16.8","0.0"
"","20700802","27.5","14.2","16.3","0.0"
"","20700803","27.5","13.3","15.8","0.0"
"","20700804","28.1","12.0","15.1","0.0"
"","20700805","27.8","12.9","16.1","0.0"
"","20700806","26.9","13.3","15.2","0.0"
"","20700807","26.5","12.2","17.0","0.0"
"","20700808","26.8","15.6","16.4","0.0"
"","20700809","26.4","16.9","15.4","3.3"
"","20700810","27.5","19.9","16.5","12.4"
"","20700811","28.7","21.5","16.6","4.0"
"","20700812","29.1","22.7","16.2","0.0"
"","20700813","27.6","17.5","16.9","0.0"
"","20700814","27.0","18.4","17.1","2.0"
"","20700815","28.8","23.0","16.5","0.0"
"","20700816","29.7","22.2","15.1","0.0"
"","20700817","28.6","22.0","14.8","0.0"
"","20700818","28.3","17.6","16.4","0.0"
"","20700819","27.8","15.7","16.3","0.0"
"","20700820","28.0","15.5","16.4","0.0"
"","20700821","28.9","21.6","16.5","0.0"
"","20700822","28.5","20.0","15.9","0.0"
"","20700823","28.4","15.9","16.3","0.0"
"","20700824","29.2","20.6","17.3","0.0"
"","20700825","29.6","21.5","17.1","0.0"
"","20700826","28.9","19.2","16.8","3.1"
"","20700827","28.7","20.4","16.0","0.0"
"","20700828","28.2","15.3","16.7","0.0"
"","20700829","29.2","18.9","16.7","0.0"
"","20700830","28.6","24.6","16.6","0.0"
"","20700831","28.7","23.4","15.5","0.0"
"","20700901","28.8","21.9","16.1","0.0"
"","20700902","29.2","21.7","16.4","0.0"
"","20700903","30.6","21.7","16.7","0.0"
"","20700904","29.3","18.5","17.8","0.0"
"","20700905","30.6","22.3","17.2","0.0"
"","20700906","30.1","18.3","16.9","1.6"
"","20700907","28.0","10.9","16.5","0.0"
"","20700908","32.0","22.9","16.3","0.0"
"","20700909","30.8","22.0","15.5","0.0"
"","20700910","31.8","23.5","16.0","0.0"
"","20700911","31.0","21.8","16.8","0.0"
"","20700912","31.0","22.7","17.4","0.0"
"","20700913","31.0","23.7","16.8","0.0"
"","20700914","31.2","24.1","17.3","0.0"
"","20700915","31.6","22.8","17.2","0.0"
"","20700916","31.0","21.1","17.8","0.0"
"","20700917","30.4","24.3","17.2","0.0"
"","20700918","30.3","21.5","15.4","0.0"
"","20700919","32.0","26.1","14.5","0.0"
"","20700920","33.0","23.6","15.5","0.0"
"","20700921","31.2","16.1","16.3","0.0"
"","20700922","31.5","26.6","15.2","0.0"
"","20700923","31.0","22.4","17.0","0.0"
"","20700924","31.5","24.3","17.0","0.0"
"","20700925","30.6","21.0","17.4","3.1"
"","20700926","30.4","24.3","16.9","0.0"
"","20700927","30.8","23.5","16.9","0.0"
"","20700928","29.1","20.5","17.6","0.0"
"","20700929","30.3","22.7","17.6","0.0"
"","20700930","30.9","22.2","18.2","0.0"
"","20701001","32.0","25.5","17.8","0.0"
"","20701002","32.4","24.8","18.0","0.0"
"","20701003","32.7","23.7","17.5","0.0"
"","20701004","32.8","26.3","16.3","0.0"
"","20701005","32.7","24.6","17.4","0.0"
"","20701006","33.1","26.3","17.1","0.0"
"","20701007","33.6","20.5","17.6","0.0"
"","20701008","32.7","16.3","17.6","0.0"
"","20701009","33.4","20.3","18.9","11.9"
"","20701010","32.8","24.4","17.2","0.0"
"","20701011","33.1","22.3","17.7","0.0"
"","20701012","33.1","22.3","18.1","0.0"
"","20701013","33.4","21.5","18.3","0.0"
"","20701014","33.4","20.3","18.6","14.1"
"","20701015","33.0","19.6","17.8","0.0"
"","20701016","33.7","22.2","17.3","0.0"
"","20701017","31.8","18.8","19.7","17.1"
"","20701018","33.3","18.7","19.3","0.0"
"","20701019","31.9","19.2","19.7","0.0"
"","20701020","32.7","20.9","19.5","0.0"
"","20701021","32.2","20.8","19.0","0.0"
"","20701022","32.5","21.7","19.0","0.0"
"","20701023","32.9","25.0","18.8","0.0"
"","20701024","32.2","21.7","19.1","0.0"
"","20701025","32.8","23.1","18.1","0.0"
"","20701026","33.3","22.4","17.6","0.0"
"","20701027","33.0","20.5","19.6","0.0"
"","20701028","33.9","24.7","19.2","0.0"
"","20701029","31.1","18.4","19.6","0.0"
"","20701030","30.4","20.6","19.1","16.6"
"","20701031","31.6","21.6","18.5","0.0"
"","20701101","30.0","18.5","19.1","0.0"
"","20701102","30.3","18.4","20.1","0.0"
"","20701103","29.7","20.0","20.3","6.3"
"","20701104","29.9","20.1","20.3","32.9"
"","20701105","30.5","21.6","19.7","21.0"
"","20701106","29.4","19.8","20.3","33.9"
"","20701107","27.7","14.3","20.5","21.1"
"","20701108","27.3","15.1","21.2","21.4"
"","20701109","28.9","18.8","20.3","28.1"
"","20701110","29.7","20.4","20.1","23.0"
"","20701111","30.7","21.5","20.0","5.7"
"","20701112","29.5","20.5","20.0","4.1"
"","20701113","29.9","19.3","20.4","21.9"
"","20701114","29.8","20.1","20.5","5.7"
"","20701115","30.0","18.6","20.0","4.9"
"","20701116","30.6","19.6","19.6","14.4"
"","20701117","30.8","18.9","20.5","5.5"
"","20701118","30.1","18.8","20.9","29.4"
"","20701119","29.0","18.7","20.5","7.2"
"","20701120","28.8","18.0","20.4","0.0"
"","20701121","30.9","20.5","19.9","0.0"
"","20701122","30.5","19.6","20.1","14.8"
"","20701123","29.8","20.3","20.4","4.6"
"","20701124","27.1","15.0","20.3","0.0"
"","20701125","27.5","16.6","18.8","9.8"
"","20701126","28.8","17.9","19.6","0.0"
"","20701127","28.2","17.6","20.3","0.0"
"","20701128","27.7","16.0","20.6","19.6"
"","20701129","28.3","17.4","19.0","8.4"
"","20701130","29.3","16.6","19.1","0.0"
"","20701201","28.8","17.7","18.3","0.0"
"","20701202","29.1","23.0","17.2","0.0"
"","20701203","26.1","17.7","17.7","0.0"
"","20701204","27.9","19.2","18.0","0.0"
"","20701205","28.9","23.3","16.9","0.0"
"","20701206","27.2","19.8","18.3","9.9"
"","20701207","26.2","18.0","18.6","8.0"
"","20701208","26.0","17.7","19.7","0.0"
"","20701209","26.3","18.8","19.3","9.5"
"","20701210","26.5","18.9","18.2","0.0"
"","20701211","28.4","24.5","18.0","0.0"
"","20701212","29.8","24.9","17.6","0.0"
"","20701213","28.7","22.1","19.3","0.0"
"","20701214","28.1","20.7","20.0","0.0"
"","20701215","28.1","21.8","19.6","0.0"
"","20701216","26.8","20.2","19.1","0.0"
"","20701217","27.9","21.9","18.8","0.0"
"","20701218","26.2","15.1","18.9","0.0"
"","20701219","27.5","19.3","19.6","4.8"
"","20701220","26.2","15.1","18.8","0.0"
"","20701221","27.5","20.9","17.7","0.0"
"","20701222","28.1","21.7","16.6","0.0"
"","20701223","29.1","22.1","18.9","0.0"
"","20701224","28.4","21.7","17.9","0.0"
"","20701225","28.2","20.0","18.5","0.0"
"","20701226","26.6","17.5","17.3","0.0"
"","20701227","28.2","21.4","17.5","0.0"
"","20701228","28.7","22.6","17.3","0.0"
"","20701229","28.3","22.1","17.5","0.0"
"","20701230","28.3","22.4","16.3","0.0"
"","20701231","29.4","27.5","16.0","0.0"
"","20710101","29.8","25.1","16.3","0.0"
"","20710102","30.3","23.7","17.3","0.0"
"","20710103","29.3","21.6","19.7","25.7"
"","20710104","29.1","20.7","19.5","0.0"
"","20710105","29.8","20.6","19.4","0.0"
"","20710106","31.0","24.2","19.2","0.0"
"","20710107","30.3","22.7","18.6","0.0"
"","20710108","30.4","24.4","18.3","0.0"
"","20710109","29.6","25.5","17.2","0.0"
"","20710110","29.3","22.4","16.9","0.0"
"","20710111","29.6","21.5","17.1","0.0"
"","20710112","29.6","21.7","17.9","0.0"
"","20710113","29.9","21.7","19.0","0.0"
"","20710114","29.5","21.3","19.7","0.0"
"","20710115","28.9","21.1","17.9","0.0"
"","20710116","30.9","22.5","17.1","0.0"
"","20710117","29.9","22.6","18.6","0.0"
"","20710118","30.3","25.9","16.9","0.0"
"","20710119","30.8","28.0","16.2","0.0"
"","20710120","31.0","23.1","16.6","0.0"
"","20710121","31.2","25.9","17.2","0.0"
"","20710122","29.0","18.1","19.3","0.0"
"","20710123","30.5","20.9","19.5","0.0"
"","20710124","30.7","19.9","19.0","0.0"
"","20710125","31.2","23.0","18.7","0.0"
"","20710126","30.3","20.2","19.9","0.0"
"","20710127","29.0","19.6","20.5","0.0"
"","20710128","30.8","22.0","18.1","0.0"
"","20710129","31.0","22.6","17.0","0.0"
"","20710130","31.7","28.3","16.6","0.0"
"","20710131","31.5","26.6","17.5","0.0"
"","20710201","31.1","27.4","17.3","0.0"
"","20710202","30.0","22.4","16.8","0.0"
"","20710203","30.3","25.0","16.8","0.0"
"","20710204","32.2","28.1","16.1","0.0"
"","20710205","31.6","27.5","16.3","0.0"
"","20710206","30.5","25.4","16.2","0.0"
"","20710207","31.5","24.8","16.9","0.0"
"","20710208","32.0","24.7","16.6","0.0"
"","20710209","32.4","27.3","16.3","0.0"
"","20710210","33.4","27.7","17.0","0.0"
"","20710211","30.0","17.1","18.8","0.0"
"","20710212","31.3","19.1","20.5","0.0"
"","20710213","33.3","24.4","19.4","0.0"
"","20710214","31.5","23.1","19.0","0.0"
"","20710215","31.7","23.4","19.9","0.0"
"","20710216","32.6","25.5","18.7","0.0"
"","20710217","33.0","25.4","18.0","0.0"
"","20710218","31.9","21.7","18.7","3.3"
"","20710219","30.9","21.3","19.6","4.0"
"","20710220","31.9","22.9","19.5","0.0"
"","20710221","32.5","24.5","18.3","0.0"
"","20710222","33.3","27.4","17.5","0.0"
"","20710223","33.2","24.2","19.1","0.0"
"","20710224","32.5","22.1","20.5","0.0"
"","20710225","31.1","18.8","20.5","0.0"
"","20710226","28.5","16.7","20.1","0.0"
"","20710227","31.8","22.2","19.8","0.0"
"","20710228","32.2","22.5","19.1","0.0"
"","20710301","33.1","25.1","18.7","0.0"
"","20710302","31.2","23.7","18.8","0.0"
"","20710303","31.1","24.1","18.6","0.0"
"","20710304","31.5","24.6","19.3","0.0"
"","20710305","31.8","24.3","18.8","0.0"
"","20710306","29.8","19.9","19.4","0.0"
"","20710307","31.6","23.2","19.1","0.0"
"","20710308","32.0","26.3","20.1","0.0"
"","20710309","31.9","25.6","19.9","0.0"
"","20710310","28.3","19.5","21.2","0.0"
"","20710311","28.8","19.6","21.4","0.0"
"","20710312","30.7","24.1","20.6","0.0"
"","20710313","28.2","19.7","21.0","0.0"
"","20710314","28.7","21.4","21.2","0.0"
"","20710315","30.1","23.8","21.0","42.0"
"","20710316","29.6","22.5","21.2","0.0"
"","20710317","31.4","24.4","21.0","0.0"
"","20710318","30.0","20.4","21.5","0.0"
"","20710319","28.5","17.3","21.2","37.5"
"","20710320","28.8","19.9","21.0","90.9"
"","20710321","28.2","18.7","21.6","97.5"
"","20710322","31.3","23.7","21.5","0.0"
"","20710323","30.7","22.1","21.8","0.0"
"","20710324","30.8","23.8","21.1","0.0"
"","20710325","29.2","21.6","21.4","127.8"
"","20710326","29.8","17.4","20.9","87.0"
"","20710327","28.6","11.0","20.9","0.0"
"","20710328","28.1","11.6","21.8","49.8"
"","20710329","26.2","12.5","21.4","0.0"
"","20710330","31.2","19.2","20.9","56.7"
"","20710331","27.3","10.3","21.8","77.7"
"","20710401","32.1","21.9","21.7","0.0"
"","20710402","30.0","13.3","20.8","8.3"
"","20710403","31.8","17.9","20.4","44.7"
"","20710404","29.1","13.1","20.5","14.2"
"","20710405","27.6","19.6","19.9","2.3"
"","20710406","28.9","21.6","19.5","22.3"
"","20710407","27.8","17.4","20.0","20.9"
"","20710408","29.2","20.5","19.4","13.2"
"","20710409","28.9","20.3","19.6","1.2"
"","20710410","31.2","23.6","19.7","0.0"
"","20710411","29.1","19.3","20.5","8.7"
"","20710412","29.2","20.7","20.5","20.5"
"","20710413","27.9","16.7","21.1","31.8"
"","20710414","28.2","18.1","20.6","25.3"
"","20710415","28.0","18.9","20.9","11.2"
"","20710416","28.6","20.6","20.2","7.9"
"","20710417","26.8","12.5","20.9","34.4"
"","20710418","26.7","15.9","20.6","41.7"
"","20710419","27.3","17.8","20.1","48.6"
"","20710420","28.0","20.4","19.8","6.9"
"","20710421","28.4","21.4","19.1","0.0"
"","20710422","29.0","21.8","19.8","0.0"
"","20710423","29.3","21.3","19.5","0.0"
"","20710424","29.3","20.8","19.8","0.0"
"","20710425","29.1","19.9","20.4","1.6"
"","20710426","28.4","19.3","20.6","2.5"
"","20710427","28.2","19.6","19.6","15.6"
"","20710428","27.4","18.8","19.7","15.5"
"","20710429","28.9","21.3","19.8","0.0"
"","20710430","29.1","20.4","20.1","0.0"
"","20710501","30.4","22.1","20.3","1.6"
"","20710502","29.5","19.4","21.0","0.0"
"","20710503","28.5","19.3","20.8","0.0"
"","20710504","29.3","19.5","20.4","0.0"
"","20710505","28.9","19.4","20.3","0.0"
"","20710506","29.9","21.2","20.4","6.3"
"","20710507","28.7","20.2","20.2","15.3"
"","20710508","28.9","20.5","19.8","47.9"
"","20710509","27.9","15.2","20.5","13.6"
"","20710510","24.8","9.3","20.3","38.0"
"","20710511","28.8","19.4","19.9","0.0"
"","20710512","29.2","20.6","19.6","0.0"
"","20710513","29.1","17.9","20.2","0.0"
"","20710514","28.6","17.1","20.5","17.3"
"","20710515","27.5","15.4","20.4","20.9"
"","20710516","28.4","19.1","19.7","66.9"
"","20710517","28.4","18.6","19.9","10.0"
"","20710518","28.2","18.4","19.0","0.0"
"","20710519","27.8","18.6","18.3","27.2"
"","20710520","27.0","18.7","18.4","13.1"
"","20710521","27.2","19.6","18.2","11.7"
"","20710522","27.5","17.5","18.5","0.0"
"","20710523","26.1","11.5","18.2","0.0"
"","20710524","28.1","20.8","17.5","0.0"
"","20710525","28.4","19.2","18.2","0.0"
"","20710526","27.8","18.9","18.3","0.0"
"","20710527","28.3","17.4","18.7","0.0"
"","20710528","29.1","19.5","19.6","0.0"
"","20710529","28.2","19.2","18.9","0.0"
"","20710530","28.8","18.4","19.9","0.0"
"","20710531","28.7","17.5","19.6","0.0"
"","20710601","27.9","15.5","19.5","0.0"
"","20710602","27.7","14.5","19.2","0.0"
"","20710603","27.4","17.7","19.5","0.0"
"","20710604","27.9","17.7","18.8","0.0"
"","20710605","29.1","19.0","18.8","0.0"
"","20710606","29.4","19.2","18.8","6.5"
"","20710607","27.9","17.1","19.3","0.0"
"","20710608","28.6","19.6","18.8","0.0"
"","20710609","27.6","17.7","19.0","0.0"
"","20710610","26.3","16.1","18.2","0.0"
"","20710611","27.2","18.7","17.7","0.0"
"","20710612","27.9","17.5","17.8","0.0"
"","20710613","28.3","19.7","17.3","0.0"
"","20710614","28.5","22.2","16.6","0.0"
"","20710615","28.3","20.7","17.4","0.0"
"","20710616","29.0","20.1","17.4","0.0"
"","20710617","30.3","20.2","17.0","0.0"
"","20710618","26.9","13.8","19.0","0.0"
"","20710619","27.9","15.9","17.0","0.0"
"","20710620","28.0","19.4","16.3","0.0"
"","20710621","28.3","19.9","16.2","0.0"
"","20710622","28.8","17.5","16.4","0.0"
"","20710623","29.0","11.8","18.7","0.0"
"","20710624","28.6","14.5","17.3","0.0"
"","20710625","28.5","18.4","16.5","0.0"
"","20710626","28.7","17.2","15.8","0.0"
"","20710627","28.5","15.6","17.3","0.0"
"","20710628","25.9","6.6","18.2","0.0"
"","20710629","26.9","10.2","19.5","8.6"
"","20710630","27.6","14.0","17.2","0.0"
"","20710701","29.4","20.6","16.4","0.0"
"","20710702","26.6","14.8","15.3","0.0"
"","20710703","27.4","20.2","14.5","0.0"
"","20710704","27.3","19.8","14.8","0.0"
"","20710705","26.8","18.2","15.6","0.0"
"","20710706","26.9","17.2","16.5","0.0"
"","20710707","26.0","16.3","16.2","0.0"
"","20710708","25.9","16.1","16.5","0.0"
"","20710709","28.6","20.2","16.7","0.0"
"","20710710","27.0","15.8","17.8","0.0"
"","20710711","26.1","14.5","17.3","0.0"
"","20710712","26.7","10.7","17.4","3.2"
"","20710713","26.0","12.4","17.7","0.0"
"","20710714","26.7","15.1","17.0","0.0"
"","20710715","27.4","15.0","16.8","0.0"
"","20710716","26.4","15.8","17.5","0.0"
"","20710717","25.8","11.8","17.1","0.0"
"","20710718","28.8","18.1","16.3","0.0"
"","20710719","27.3","14.1","16.1","0.0"
"","20710720","27.9","15.5","15.8","0.0"
"","20710721","27.2","13.5","16.6","0.0"
"","20710722","26.0","13.9","15.3","0.0"
"","20710723","26.9","16.6","14.9","0.0"
"","20710724","27.7","19.4","15.1","0.0"
"","20710725","28.6","20.2","14.1","0.0"
"","20710726","23.5","6.3","15.7","0.0"
"","20710727","26.7","12.3","16.1","0.0"
"","20710728","25.5","9.3","16.4","0.0"
"","20710729","26.8","13.8","16.4","0.0"
"","20710730","24.2","5.9","16.2","4.6"
"","20710731","25.6","11.6","16.1","3.5"
"","20710801","27.2","15.2","15.5","0.0"
"","20710802","26.9","10.7","17.2","0.0"
"","20710803","29.4","15.3","16.6","0.0"
"","20710804","24.8","6.4","17.3","0.0"
"","20710805","27.5","12.7","17.3","0.0"
"","20710806","27.9","13.2","17.4","0.0"
"","20710807","23.6","4.9","17.9","2.2"
"","20710808","27.1","15.1","17.8","0.0"
"","20710809","26.2","11.3","17.9","0.0"
"","20710810","28.3","19.2","17.3","0.0"
"","20710811","27.0","16.5","17.5","0.0"
"","20710812","27.5","15.1","16.7","0.0"
"","20710813","27.5","14.6","17.0","0.0"
"","20710814","28.0","15.7","17.5","1.4"
"","20710815","28.7","19.2","16.6","0.0"
"","20710816","28.5","18.5","15.7","0.0"
"","20710817","28.7","21.2","15.5","0.0"
"","20710818","29.6","22.1","16.9","0.0"
"","20710819","29.5","22.2","17.9","0.0"
"","20710820","28.3","19.9","17.0","0.0"
"","20710821","28.0","22.2","16.1","0.0"
"","20710822","28.0","20.6","16.3","2.9"
"","20710823","28.7","21.1","15.7","0.0"
